Economie régionale et urbaine;9542537822327791783
Cities and Complexity: Understanding Cities with Cellular Automata, Agent-Based Models, and Fractals;2520217403374467394
Relatedness as driver of regional diversification: a research agenda;16907460443865143909
Technological Relatedness and Regional Branching;6984295968682645521
The Handbook of Evolutionary Economic Geography;16587203587893191558
The New Introduction to Geographical Economics;8467352963642544120
The Return of Zipf: Towards a Further Understanding of the Rank-Size Distribution;5245700134122259800
Multiagent Systems and the Dynamics of a Settlement System;10188149815608043502
Die zentralen Orte in Süddeutschland: Eine ökonomisch-geographische Untersuchung über die Gesetzmässigkeit der Verbreitung und Entwicklung der Siedlungen mit städtischen Funktionen;11581658734375619056
Fifty Years of Empirical Studies of Innovative Activity and Performance;16580023052929617180
A Reprise of Size and R & D;16539806753438008950
The Comparative Advantage of Cities;1592295834510740459
Les théories de la croissance urbaine;14913854938831824012
Urban Evolutions: The Fast, the Slow, and the Still;15014095134425273347
Diversity and specialisation in cities: why, where and when does it matter;13350980300536823133
Cities and growth: Theory and evidence from France and Japan;17554079060902156150
Zipf’s Law for Cities: An Explanation;2469647782694819285
The Size Distribution across all ‘Cities’: A Unifying Approach;4927184379913422217
Medium size cities;3374087331750577184
The Product Space Conditions the Development of Nations;5168450853698978716
Increasing returns and economic geography;4966090460459092423
What is a complex system?;14637060137811834368
Complexity perspectives in innovation and social change;15038497183521883950
Industrial diversification in the Canadian urban system;2997709305630699175
An Aggregative Model of Resource Allocation in a Metropolitan Area;5488494204765158724
Specialization and diversification in cities: The evidence from China;8398371681120602979
The Number-Average Size Rule: A New Empirical Relationship Between Industrial Location and City Size;5924927340867227737
How Do Regions Diversify over Time? Industry Relatedness and the Development of New Growth Paths in Regions;5763326973679704564
An evolutionary theory of economic change;15180240961842454656
Complexity, Cognition and the City;12899164016634241157
Hierarchy in Natural and Social Sciences;13032336828453300368
Alternative Explanations of Hierarchical Differentiation in Urban Systems;5665898058354109834
Multi-agent System Modelling for Urban Systems: The Series of SIMPOP Models;775158321545183872
Innovation Cycles and Urban Dynamics;2986039530901417622
Urban dynamics and simulation models;71342397976593946
The size distribution of cities: An examination of the Pareto law and primacy;3495937350546670662
SIMPOP: a multi-agent system for the study of urbanism;1995652142541030470
The ‘Courbe des Populations.’ A Parallel to Pareto’s Law;3118618589729839948
A new economic geography model of central places;6913195564062668362
Learning by Doing. In Hall, B. H. and Rosenberg, N. (Eds.), Handbook of the Economics of Innovation;NA
Human behavior and the principle of least effort;5570703426846536784
